EN,NL,type,misc
power factor,machtsfactor {de},noun,
powerful,krachtig,adj,
powerfully,machtig,adv,
powerful,machtig,adj,
powerful position,machtspositie {de},noun,
powerful,sterk,adj,
power,kracht {de},noun,
power,macht {de},noun,
power monopoly,machtsmonopolie {het},noun,
power of imagination,voorstellingsvermogen {het},noun,
power saving,energiebesparend,adj,
power saw,motorzaag {de},noun,[tools] 
power set,machtsverzameling {de},noun,[math.] 
power station,krachtcentrale {de},noun,[electr.] 
power structure,machtsstructuur {de},noun,
power struggle,machtsstrijd {de},noun,
power supply,stroomvoorziening {de},noun,
power vacuum,machtsvacuüm {het},noun,[pol.] 
Poznań,Poznań {het},noun,[geogr.] 
practically,nagenoeg,adv,
practically,vrijwel,adv,
practical,praktisch,adj,
practical,zinnig,adj,
Practice makes perfect.,Oefening baart kunst.,,[proverb] 
practice,praktijk {de},noun,
practice [application],aanwending {de},noun,
practitioner,beoefenaar {de},noun,
pragmatist,pragmaticus {de},noun,
Prague,Praag {het},noun,[geogr.] 
Prague Spring,Praagse Lente {de},noun,[hist.] [pol.] 
prairie dogs,prairiehonden {mv} [geslacht Cynomys],noun,[zool.] [T] 
prairie falcon,prairievalk {de} [Falco mexicanus],noun,[orn.] [T] 
prairie,prairie {de},noun,[geogr.] 
pram [Br.],kinderwagen {de},noun,
prank,streek {de} [schadelijke daad],noun,
praseodymium <Pr>,praseodymium {het} <Pr>,noun,[chem.] 
prawn,garnaal {de},noun,[gastr.] [zool.] [T] 
prayer,bede {de} [gebed],noun,
prayer book,gebedenboek {het},noun,[relig.] 
prayer book,gebedsboek {het},noun,[relig.] 
prayer for peace,vredesgebed {het},noun,[relig.] 
prayer,gebed {het},noun,
prayer mat,gebedskleedje {het},noun,
prayer of thanksgiving,dankgebed {het},noun,[relig.] 
prayers,gebeden {mv},noun,
prayer shawl,gebedssjaal {de},noun,[relig.] 
pre-war,vooroorlogs,adj,
preacher,prediker {de},noun,[relig.] 
precarious,hachelijk,adj,
precarious,precair,adj,
precautionary measures,voorzorgsmaatregelen {mv},noun,
precautionary measure,voorzorgsmaatregel {de},noun,
precautions,voorzorgen {mv},noun,[med.] 
precautions,voorzorgsmaatregelen {mv},noun,
precaution,voorzorgsmaatregel {de},noun,
precedence,voorrang {de},noun,
precession,precessie {de},noun,[astron.] [phys.] 
precious,kostbaar,adj,
precious metal <PM>,edelmetaal {het},noun,
precious stone,edelsteen {de},noun,
precious stones,edelstenen {mv},noun,
precipice,afgrond {de},noun,
precipitation,neerslag {de},noun,[meteo.] 
precipitation water,neerslagwater {het},noun,[hydro.] [meteo.] 
precisely,precies,adv,
precise,nauwkeurig,adj,
precise,precies,adj,
precise [clear],duidelijk,adj,
precision,nauwkeurigheid {de},noun,
precision,precisie {de},noun,
precision weapon,precisiewapen {het},noun,[weapons] 
precursor,voorloper {de},noun,
predator,predator {de},noun,[zool.] 
predator,roofdier {het},noun,[zool.] 
predecessor,voorganger {de},noun,
predecessor,voorloper {de},noun,
predicative,predicatief,adj,[ling.] 
predictable,voorspelbaar,adj,
prediction,voorspelling {de},noun,
predilection,voorliefde {de},noun,
predisposition,aanleg {de},noun,
predominantly,overwegend,adv,
preeminent,bij uitstek,adv,
prefab house [coll.],prefab huis {het},noun,[archi.] [RealEst.] 
prefabricated house,geprefabriceerd huis {het},noun,[RealEst.] 
prefabricated house,prefab huis {het},noun,[archi.] [RealEst.] 
prefab [coll.],prefab huis {het},noun,[archi.] [RealEst.] 
preface,voorwoord {het},noun,
prefect of police,politieprefect {de},noun,
prefecture,prefectuur {de},noun,
preferable [to],te prefereren [boven],adj,
preferably,bij voorkeur,adv,
preferably,liefst,adv,
preference,preferentie {de},noun,
preferences,voorliefdes {mv},noun,
preference,voorkeur {de},noun,
preference,voorliefde {de},noun,
prefix,prefix {het},noun,[ling.] 
prefix,voorvoegsel {het},noun,[ling.] 
pregnancy,graviditeit {de},noun,[med.] 
pregnancy,zwangerschap {de},noun,
pregnant belly,babybuik {de},noun,
pregnant,in verwachting,adj,
pregnant,zwanger,adj,
prehistorically,prehistorisch,adv,
prehistorical,prehistorisch,adj,
prehistoric,prehistorisch,adj,[archaeo.] [hist.] 
prejudices,vooroordelen {mv},noun,
prejudice,vooroordeel {het},noun,
preliminary,inleidend,adj,
preliminary,voorafgaand,adj,
preliminary,voorbereidend,adj,
preliminary,voorlopig,adj,
premature baby,prematuur {de},noun,[med.] 
prematurely,voorbarig,adv,
premature,voorbarig,adj,
premature,voortijdig,adj,
premeditated murder,moord {de} met voorbedachten rade,noun,[law] 
premiere,première {de},noun,
premillennialism,premillennialisme {het},noun,[hist.] [relig.] 
premise,premisse {de},noun,
premises {pl},pand {het},noun,
premises {pl},perceel {het},noun,
premises {pl} [of a company],bedrijfsterrein {het},noun,
premium product,topproduct {het},noun,[econ.] [comm.] 
premonition,voorgevoel {het},noun,
preoccupied,geheel in beslag genomen,adj past-p,
preon star,preonster {de},noun,[astron.] 
preparation,aanloop {de},noun,
preparation,bereiding {de},noun,
preparations,voorbereidingen {mv},noun,
preparation,voorbereiding {de},noun,
prepared,bereid [geen bezwaren hebbend],adj,
preposition,voorzetsel {het},noun,[ling.] 
preposterous,absurd,adj,
preposterous,belachelijk,adj,
preposterous,dwaas,adj,
preposterous,lachwekkend,adj,
prerogative,privilege {het},noun,
prescription,recept {het},noun,
prescription,voorschrift {het} [recept],noun,
presence,aanwezigheid {de},noun,
present-day,hedendaags,adj,
present-day,huidig,adj,
presentation,presentatie {de},noun,
present,cadeautje {het},noun,
present,cadeau {het},noun,
presenter,presentator {de},noun,[RadioTV] 
present,geschenk {het} [cadeau],noun,
present,heden {het},noun,
present,huidig,adj,
presently,nu,adv,
presently [soon],weldra,adv,
present,onderhavig,adj,
present participle,onvoltooid deelwoord {het},noun,[ling.] 
present participle,tegenwoordig deelwoord {het},noun,[ling.] 
presents,cadeaus {mv},noun,
present,tegenwoordig,adj,
present [not absent],aanwezig,adj,
preservative,conserveermiddel {het},noun,[FoodInd.] 
preservative,conserveringsmiddel {het},noun,[FoodInd.] 
preserved,geconserveerd,adj past-p,
presidential candidacy,presidentskandidatuur {de},noun,[pol.] 
presidential candidate [female],presidentskandidate {de},noun,[pol.] 
presidential candidature [Br.],presidentskandidatuur {de},noun,[pol.] 
presidential nominee [female],presidentskandidate {de},noun,[pol.] 
president,president {de},noun,
press account,persbericht {het},noun,[journ.] 
press agency,persbureau {het},noun,[journ.] 
press conference,persconferentie {de},noun,
press corps,perskorps {het},noun,[journ.] 
press,pers {de},noun,
press photographer,persfotograaf {de},noun,[photo.] [journ.] [jobs] 
press release,persbericht {het},noun,
press report,persbericht {het},noun,[journ.] 
pressure,aandrang {de} [stuwen],noun,
pressure,druk {de},noun,
prestigious,prestigieus,adj,
presumable,vermoedelijk,adj,
presumably,vermoedelijk,adv,
presumptuous,arrogant,adj,
pretence [Br.],voorwendsel {het},noun,
pretending,veinzend,adj pres-p,
pretending,voorwendend,adj pres-p,
pretense [Am.],voorwendsel {het},noun,
pretext,uitvlucht {de},noun,
pretext,voorwendsel {het},noun,
pretty,knap,adj,
pretty,mooi,adj,
pretty much,nagenoeg,adv,
pretty [coll.],nogal,adv,
pretty [coll.],tamelijk,adv,
pretty [coll.],vrij,adv,
prevail,heersen,verb,
prevailing,heersend,adj,
prevailing wind,heersende wind {de},noun,[meteo.] 
prevalent,overheersend,adj,
prevarication,dubbelzinnigheid {de},noun,
preventable,afwendbaar,adj,
preventable,te voorkomen,adj,
preventing violence,geweldpreventie {de},noun,
prevention of violence,geweldpreventie {de},noun,
prevention,voorkomen {het} [verhinderen],noun,
previously,tevoren,adv,
previously,weleer,adv,
previous,voorafgaand,adj,
previous,vorig,adj,
prewar,vooroorlogs,adj,
prey,buit {de},noun,
prey,prooi {de},noun,[zool.] 
price bracket,prijsklasse {de},noun,
price cap,prijsplafond {het},noun,[econ.] [pol.] 
price for milk,melkprijs {de},noun,
price increase,prijsverhoging {de},noun,
price,koers {de},noun,
priceless,onbetaalbaar,adj,
priceless,onschatbaar,adj,
price of bread,broodprijs {de},noun,
price of coffee,koffieprijs {de},noun,[stocks] [comm.] [FoodInd.] 
price of diesel (fuel),dieselprijs {de},noun,[econ.] [transp.] [traffic] 
price of gas [Am.] [price of gasoline],benzineprijs {de},noun,[econ.] [transp.] [traffic] 
price of meat,vleesprijs {de},noun,[gastr.] [comm.] 
price of milk,melkprijs {de},noun,
price per kilo,kiloprijs {de},noun,[comm.] 
price per unit,stukprijs {de},noun,[comm.] 
price,prijs {de},noun,
price range,prijsbereik {het},noun,
price range,prijsklasse {de},noun,
price stability,prijsstabiliteit {de},noun,[econ.] 
price tag,prijskaartje {het},noun,
price,waarde {de},noun,
prickly,stekelig,adj,
prick [vulg.],lul {de} [vulg.],noun,
pride-of-India [also: pride of India] [goldenrain tree],blazenboom {de} [Koelreuteria paniculata],noun,[bot.] [T] 
pride-of-India [also: pride of India] [goldenrain tree],Chinese vernisboom {de} [Koelreuteria paniculata],noun,[bot.] [T] 
pride-of-India [also: pride of India] [goldenrain tree],gele zeepboom {de} [Koelreuteria paniculata],noun,[bot.] [T] 
pride-of-India [also: pride of India] [goldenrain tree],lampionboom {de} [Koelreuteria paniculata],noun,[bot.] [T] 
pride,trots {de},noun,
priest,pastoor {de},noun,[relig.] [jobs] 
priest,priester {de},noun,[relig.] 
primality test,priemgetaltest {de},noun,[math.] 
primarily,hoofdzakelijk,adv,
primarily,in hoofdzaak,adv,
primarily,voornamelijk,adv,
primary care physician [Am.] <PCP>,huisarts {de},noun,[med.] [jobs] 
primary,hoofd-,adj,
primary,primair,adj,
primary product,hoofdproduct {het},noun,
primary school,basisschool {de},noun,[educ.] 
primary sector,primaire sector {de},noun,
primate,primaat {de},noun,[zool.] [T] 
primatologist,primatoloog {de},noun,[jobs] [acad.] [zool.] 
primatology,primatologie {de},noun,[acad.] [zool.] 
prime,allerbest,adj,
prime,eerste,adj,
prime gap,priemgetalhiaat {het},noun,[math.] 
prime motive,hoofdmotief {het},noun,
prime mover,drijfveer {de} [fig.],noun,
prime number,priemgetal {het},noun,[math.] 
prime pair,priemtweeling {de},noun,[math.] 
prime,priemgetal {het},noun,[math.] 
prime twin,priemtweeling {de},noun,[math.] 
primitive,primitief,adj,
primosome,primosoom {het},noun,[biochem.] [biol.] 
prince-archbishop,prins-bisschop {de},noun,[hist.] [relig.] 
prince-archbishop,vorst-bisschop {de},noun,[hist.] [relig.] 
prince-bishop,prins-bisschop {de},noun,[hist.] [relig.] 
prince-bishopric,prinsbisdom {het},noun,[hist.] [relig.] 
prince-bishop,vorst-bisschop {de},noun,[hist.] [relig.] 
Prince Charming,sprookjesprins {de},noun,
Prince Charming [hum.],droomprins {de},noun,
Prince Gustav Adolf Sea,Gustav Adolfzee {de},noun,[geogr.] 
prince,prins {de},noun,
prince royal,kroonprins {de},noun,
princess,prinses {de},noun,
princess royal,kroonprinses {de},noun,
princess,vorstin {de},noun,
prince,vorst {de},noun,
principal argument,hoofdargument {het},noun,
Principality of Andorra,Vorstendom {het} Andorra,noun,[pol.] 
Principality of Liechtenstein,Vorstendom {het} Liechtenstein,noun,[pol.] 
Principality of Monaco,Prinsdom {het} Monaco,noun,[geogr.] [pol.] 
principality,prinsdom {het},noun,
principality,vorstendom {het},noun,
principal risk,hoofdrisico {de} {het},noun,
principal,voornaamst,adj,
principal witness,kroongetuige {de},noun,[law] 
principal [esp. Am.],directeur {de},noun,[educ.] 
principal [esp. Am.],rector {de},noun,[educ.] 
principal [head of a school],schoolhoofd {het},noun,
principle,beginsel {het},noun,
principle,principe {het},noun,
principles,principes {mv},noun,
printed,bedrukt,adj past-p,
printed,gedrukt,adv past-p,
printer,printer {de},noun,
print job,afdruktaak {de},noun,[comp.] 
print job,printopdracht {de},noun,[comp.] 
priority,voorrang {de},noun,
prison cell,gevangeniscel {de},noun,
prison clothing,gevangeniskleding {de},noun,[cloth.] 
prison director,gevangenisdirecteur {de},noun,[jobs] 
prison doctor,gevangenisarts {de},noun,[med.] [jobs] 
prisoner exchange,gevangenenruil {de},noun,
prisoner,gedetineerde {de},noun,
prisoner,gevangene {de},noun,
prisoner of war <POW>,krijgsgevangene {de},noun,[mil.] 
prisoner of war <POW>,oorlogsgevangene {de},noun,[mil.] 
prisoner of war camp <POW camp>,krijgsgevangenenkamp {het},noun,[mil.] 
prisoner swap,gevangenenruil {de},noun,
prison,gevangenis {de},noun,
prison governor [esp. Br.],gevangenisdirecteur {de},noun,[jobs] 
prison guard,gevangenisbewaarder {de},noun,[jobs] 
prison officer,gevangenisbewaarder {de},noun,[jobs] 
prison population,gevangenisbevolking {de},noun,
prison riot,gevangenisopstand {de},noun,
prison sentence,gevangenisstraf {de},noun,
prisons,gevangenissen {mv},noun,
prison ship,gevangenisschip {het},noun,[naut.] [law] 
prison wall,gevangenismuur {de},noun,
prison warder,gevangenisbewaarder {de},noun,[jobs] 
privacy of correspondence,briefgeheim {het},noun,
private (limited liability) company,besloten vennootschap {de} <BV>,noun,
private aeroplane [Br.],privévliegtuig {het} [ook: privé-vliegtuig],noun,[aviat.] 
private aircraft,privévliegtuig {het} [ook: privé-vliegtuig],noun,[aviat.] 
private airplane [esp. Am.],privévliegtuig {het} [ook: privé-vliegtuig],noun,[aviat.] 
private beach,privéstrand {het} [ook: privé-strand],noun,
private call,privégesprek {het} [ook: privé-gesprek],noun,[telecom.] 
private citizen,privépersoon {de} [ook: privé-persoon] [mannelijk],noun,
private clinic,privékliniek {de} [ook: privé-kliniek],noun,[med.] 
private concert,privéconcert {het} [ook: privé-concert],noun,[mus.] 
private detective,privédetective {de} [ook: privé-detective],noun,[jobs] 
private e-mail address,privé-e-mailadres {het},noun,[Internet] 
private forest,privébos {het},noun,[for.] 
private fortune,privévermogen {het} [ook: privé-vermogen],noun,
private garden,privétuin {de},noun,[hort.] 
private grounds {pl},privéterrein {het},noun,
private hospital,privékliniek {de} [ook: privé-kliniek],noun,[med.] 
private investigator <PI>,privédetective {de} [ook: privé-detective],noun,
private jet,privéjet {de} [ook: privé-jet],noun,[aviat.] 
privately owned forest,privébos {het},noun,[for.] 
private,particulier,adj,
private person,particulier {de},noun,
private person,privépersoon {de} [ook: privé-persoon],noun,
private physician,lijfarts {de},noun,[med.] [jobs] 
private plane,privévliegtuig {het} [ook: privé-vliegtuig],noun,[aviat.] 
private,privé,adj,
private property [land],eigen terrein {het},noun,
private property [land],privéterrein {het},noun,
private secretary,privésecretaris {de} [ook: privé-secretaris],noun,[jobs] 
private sector,privésector {de} [ook: privé-sector],noun,
private shower,privédouche {de} [ook: privé-douche],noun,[TrVocab.] 
private trip,privéreis {de} [ook: privé-reis],noun,
privation,ontbering {de},noun,
privatisation [Br.],privatisering {de},noun,
privatization,privatisering {de},noun,[econ.] 
privet hawk-moth,ligusterpijlstaart {de} [Sphinx ligustri],noun,[entom.] [T] 
privet hawk moth,ligusterpijlstaart {de} [Sphinx ligustri],noun,[entom.] [T] 
privileged,geprivilegieerd,adj past-p,
prize,prijs {de},noun,
proactive,proactief,adj,
probabilistic,probabilistisch,adj,
probability,waarschijnlijkheid {de},noun,
probable,waarschijnlijk,adj,
probably,denkelijk,adv,
probably,waarschijnlijk,adv,
probably,wel [vermoedelijk],adv,
probe [Am.] [fig.],onderzoeking {de},noun,
problem analysis,probleemanalyse {de},noun,
problematic group,probleemgroep {de},noun,[sociol.] 
problem child [also fig.],zorgenkind {het} [ook fig.],noun,
problem family,probleemgezin {het},noun,[sociol.] 
problem,kwaal {de},noun,
problem,probleem {het},noun,
problems,problemen {mv},noun,
problem,vraagstuk {het},noun,
procedure,procedure {de},noun,
procession,stoet {de},noun,
process manager,procesmanager {de},noun,[jobs] 
process of fermentation,fermentatieproces {het},noun,[biochem.] 
process of integration,integratieproces {het},noun,
process of modernisation [Br.],moderniseringsproces {het},noun,[ind.] [sociol.] 
process of modernization,moderniseringsproces {het},noun,[ind.] [sociol.] 
process,proces {het},noun,
proclamation,afkondiging {de},noun,
proclamation,proclamatie {de},noun,
proclivity,geneigdheid {de},noun,
procrastination,neiging {de} tot uitstellen,noun,
procreator,verwekker {de},noun,
Procris,Prokris {de},noun,[myth.] 
Procrustes,Procrustes {de},noun,[myth.] 
produced,geproduceerd,adj past-p,
producer country,productieland {het},noun,[comm.] 
producer,producent {de},noun,
producible,produceerbaar,adj,
product group,productgroep {de},noun,
production costs,productiekosten {mv},noun,[econ.] [film] [ind.] 
production line,productielijn {de},noun,[ind.] 
production order,productieorder {de} {het},noun,[econ.] [comm.] [ind.] 
production,productie {de},noun,
production stop,productiestop {de},noun,[econ.] [ind.] [tech.] 
production technology,productietechnologie {de},noun,[ind.] 
productive,productief,adj,
productivity,productiviteit {de},noun,
product,product {het},noun,
product specialist,productspecialist {de},noun,
professional association,beroepsorganisatie {de},noun,[jobs] 
professional,beroepsmatig,adj,
professional experience,beroepservaring {de},noun,
professional experience,werkervaring {de},noun,[jobs] 
professional football [Br.],beroepsvoetbal {het},noun,[sports] [jobs] 
professional killer,beroepsmoordenaar {de},noun,[jobs] 
professional musician,beroepsmusicus {de},noun,[mus.] [jobs] 
professional musician,beroepsmuzikant {de},noun,[mus.] [jobs] 
professional musicians,beroepsmusici {mv},noun,[mus.] [jobs] 
professional pilot,beroepspiloot {de},noun,[aviat.] [jobs] 
professional politician,beroepspoliticus {de},noun,[pol.] [jobs] 
professional risk,beroepsrisico {de} {het},noun,
professional singer,beroepszanger {de},noun,[mus.] [jobs] 
professional soccer [Am.],beroepsvoetbal {het},noun,[sports] 
profession,beroep {het},noun,
profession,vak {het},noun,
professor,hoogleraar {de},noun,[educ.] 
proficiency,bedrevenheid {de},noun,[tech.] 
proficiency,bekwaamheid {de},noun,
proficient,volleerd,adj,
profitable,lucratief,adj,
profitably,lucratief,adv,
profit,baat {de},noun,
profiteer,profiteur {de},noun,
profit margin,winstmarge {de},noun,
profound,diepzinnig,adj,
profusion,overvloed {de},noun,
programmable,programmeerbaar,adj,
programmed,geprogrammeerd,adj past-p,
programme [Br.],programma {het},noun,
programming language,programmeertaal {de},noun,
program [Am.],programma {het},noun,
progressively,vooruitstrevend,adv,
progressive,vooruitstrevend,adj,
progressivism,progressivisme {het},noun,[pol.] 
progress,voortgang {de},noun,
progress,vooruitgang {de},noun,
prohibited,verboden,adj past-p,
prohibition,drooglegging {de} [alcoholverbod],noun,[hist.] 
prohibition,prohibitie {de},noun,
prohibition,verbod {het},noun,
project-linked,projectgebonden,adj,
project budget,projectbudget {het},noun,[fin.] 
project co-ordinator,projectcoördinator {de},noun,[econ.] [jobs] 
project coordinator,projectcoördinator {de},noun,[econ.] [jobs] 
project financing,projectfinanciering {de},noun,
project funding,projectfinanciering {de},noun,
project group,projectgroep {de},noun,
projectile,projectiel {het},noun,
projective geometry,projectieve meetkunde {de},noun,[math.] 
project leader <PL>,projectleider {de},noun,
project manager <PM>,projectmanager {de},noun,
project,project {het},noun,
project result,projectresultaat {het},noun,
project team <PT>,projectteam {het},noun,
project team,projectgroep {de},noun,
proletarianisation [Br.],proletarisering {de},noun,[sociol.] 
proletarianization,proletarisering {de},noun,[sociol.] 
prologue,proloog {de},noun,
prologues,prologen {mv},noun,
Prometheus,Prometheus {de},noun,[myth.] 
promethium <Pm>,promethium {het} <Pm>,noun,[chem.] 
promethium atom,promethiumatoom {het},noun,[chem.] 
prominent,vooraanstaand,adj,
promise,belofte {de} [toezegging],noun,
promised,beloofd,adj past-p,
promising,beloftevol,adj,
promising,kansrijk [veelbelovend],adj,
promising,veelbelovend,adj,
promontory,kaap {de},noun,[geogr.] 
promotion,promotie {de},noun,
promptly,prompt,adv,
prompt,prompt,adj,
proneness,geneigdheid {de},noun,
pronghorn,gaffelbok {de} [Antilocapra americana],noun,[zool.] [T] 
pronounced (as),uitgesproken als,,
pronounced,geprononceerd,adj past-p,
pronouns,voornaamwoorden {mv},noun,[ling.] 
pronoun,voornaamwoord {het},noun,[ling.] 
pronunciation,uitspraak {de},noun,
proof,bewijs {het},noun,
propaganda machine,propagandamachine {de},noun,[pol.] 
propaganda material,propagandamateriaal {het},noun,[pol.] 
propaganda war,propagandaoorlog {de},noun,[mil.] [pol.] 
propagation,uitbreiding {de},noun,
propagation,verspreiding {de},noun,
propagation,voortplanting {de},noun,
propane,propaan {het},noun,[chem.] 
propelled,aangedreven,adj past-p,
propensity,geneigdheid {de},noun,
propensity,neiging {de},noun,
proper,behoorlijk,adj,
proper,eigenlijk,adj,
proper,gepast,adj,
proper,juist,adj,
properly,behoorlijk,adv,
properly,gepast,adv,
proper name,eigennaam {de},noun,[ling.] 
proper names,eigennamen {mv},noun,[ling.] 
proper noun,eigennaam {de},noun,[ling.] 
proper nouns,eigennamen {mv},noun,[ling.] 
property,bezit {het},noun,
property,eigendom {het},noun,
property,grondstuk {het},noun,
property prices [housing prices],vastgoedprijzen {mv},noun,[econ.] [RealEst.] 
property [quality],eigenschap {de},noun,
prophecy,voorspelling {de},noun,
prophet of doom,onheilsprofeet {de},noun,
prophet,profeet {de},noun,[relig.] 
prophylactically,profylactisch,adv,
prophylactic,profylactisch,adj,
proportional,evenredig,adj,
proportional quantity,evenredige {de},noun,
proportionate,evenredig,adj,
proportionate,proportioneel,adj,
proposals,voorstellen {mv},noun,
proposal,voorstel {het},noun,
proposal [also of marriage],aanzoek {het},noun,
proposed,voorgenomen,adj past-p,
proposition,aanbieding {de},noun,
proprietor,eigenaar {de},noun,
propriety,fatsoen {het},noun,
proscription,proscriptie {de},noun,
prosecutor,aanklager {de},noun,[law] 
proselytism,bekeringsdrang {de},noun,[relig.] 
proselytism,proselitisme {het},noun,[relig.] 
prose poem,prozagedicht {het},noun,[lit.] 
prose style,prozastijl {de},noun,[lit.] 
prose text,prozatekst {de},noun,[lit.] 
prose work,prozawerk {het},noun,[lit.] 
prospectless,kansloos,adj,
prospectus,prospectus {de} {het},noun,
prospect,vooruitzicht {het},noun,
prosperity,voorspoed {de},noun,
prosperity,welstand {de},noun,
prostate cancer,prostaatkanker {de},noun,[med.] 
prostatic cancer,prostaatkanker {de},noun,[med.] 
prosthetic leg,beenprothese {de},noun,[med.] 
prostitute,prostituee {de},noun,
prostitution,prostitutie {de},noun,
protactinium <Pa>,protactinium {het} <Pa>,noun,[chem.] 
proteasome,proteasoom {het},noun,[biochem.] [biol.] 
protected,beschermd,adj past-p,
protection,bescherming {de},noun,
protection,beveiliging {de},noun,
protectionism,protectionisme {het},noun,[comm.] [pol.] 
protection of birds,vogelbescherming {de},noun,[ecol.] [orn.] 
protective,beschermend,adj,
protective device,beveiliging {de},noun,
protector [guardian],beschermer {de},noun,
protein domain,eiwitdomein {het},noun,[biochem.] 
protein folding,eiwitopvouwing {de},noun,[biol.] 
protein folding,eiwitvouwing {de},noun,[biol.] 
protein,proteïne {de},noun,[biochem.] [FoodInd.] 
protein purification,eiwitzuivering {de},noun,[biochem.] 
protein structure,eiwitstructuur {de},noun,[biochem.] 
protein structure,proteïnestructuur {de},noun,[biochem.] 
proteinuria <PU>,proteïnurie {de},noun,[med.] 
proteolysis,proteolyse {de},noun,[biochem.] 
protest action,protestactie {de},noun,
Protestantism,protestantisme {het},noun,[relig.] 
protest note,protestnota {de},noun,[pol.] 
protest party,protestpartij {de},noun,[pol.] 
protest,protest {het},noun,
proton,proton {het},noun,[phys.] 
protoplanet,protoplaneet {de},noun,[astron.] 
protostar,protoster {de},noun,[astron.] 
prototype,prototype {het},noun,
proudly,trots,adv,
proud,trots,adj,
provable,bewijsbaar,adj,
proverb,gezegde {het},noun,
proverbially,spreekwoordelijk,adv,
proverbial,spreekwoordelijk,adj,
proverb,spreekwoord {het},noun,
proverbs,spreekwoorden {mv},noun,
provided,mits,conj,
provided,op voorwaarde dat,conj,
provided that,mits,conj,
providence,voorzienigheid {de},noun,[philos.] [relig.] 
provider,aanbieder {de},noun,
province,provincie {de},noun,
provincial,provinciaal,adj,
provincial,provinciaal {de},noun,
provisional government,interim-regering {de},noun,[pol.] 
provisionally,voorlopig,adv,
provisional,voorlopig,adj,
provisioning,bevoorrading {de},noun,
provisions,bepalingen {mv},noun,
provisions,voorzorgsmaatregelen {mv},noun,
provision,voorziening {de},noun,
provocation,provocatie {de},noun,
provocative,gedurfd,adj,
provoking,prikkelend,adj,
proximity,nabijheid {de},noun,
pro [advantage],voor {het},noun,
prudent,omzichtig,adj,
prudent,voorzichtig,adj,
prudishly,preuts,adv,
prudish,preuts,adj,
Prussian,Pruisisch,adj,[hist.] 
pseudo-scientific,pseudowetenschappelijk,adj,
pseudonym,pseudoniem {het},noun,
pseudoscience,pseudowetenschap {de},noun,
pseudoscientific,pseudowetenschappelijk,adj,
"psi <Ψ, ψ> [Greek letter]","psi {de} <Ψ, ψ> [Griekse letter]",noun,
psychedelic,psychedelisch,adj,
psyche,psyche {de},noun,
psychiatric,psychiatrisch,adj,
psychiatrist,psychiater {de},noun,
psychiatry,psychiatrie {de},noun,[med.] [psych.] [acad.] 
psychoactive,psychoactief,adj,[biochem.] 
psychoanalysis,psychoanalyse {de},noun,
psychoanalyst,psychoanalyticus {de},noun,[psych.] [jobs] 
psychoanalytical,psychoanalytisch,adj,
psychoanalytic,psychoanalytisch,adj,
psychobiology,psychobiologie {de},noun,
psychodrama,psychodrama {het},noun,
psychodynamic,psychodynamisch,adj,
psychodynamics {pl} [treated as singular],psychodynamiek {de},noun,
psychogenically,psychogeen,adv,[med.] [psych.] 
psychogenic,psychogeen,adj,[med.] [psych.] 
psychogeriatric,psychogeriatrisch,adj,
psychokinesis,psychokinese {de},noun,
psycholinguistics,psycholinguïstiek {de},noun,
psycholinguist,psycholinguïst {de},noun,
psychological,psychologisch,adj,
psychological superiority,mentaal overwicht {het},noun,
psychological trauma,psychotrauma {het},noun,[psych.] 
psychologism,psychologisme {het},noun,[philos.] 
psychologist,psycholoog {de},noun,
psychologist [female],psychologe {de},noun,
psychology of language,taalpsychologie {de},noun,[psych.] [ling.] [acad.] 
psychology of religion,godsdienstpsychologie {de},noun,[psych.] [relig.] [acad.] 
psychology,psychologie {de},noun,[psych.] 
psychology student,psychologiestudent {de},noun,[educ.] [psych.] [acad.] 
psychology student [female],psychologiestudente {de},noun,[educ.] [psych.] [acad.] 
psychometric,psychometrisch,adj,
psychometrist,psychometrist {de},noun,
psychometry,psychometrie {de},noun,
psychomotor,psychomotorisch,adj,[biol.] [med.] 
psychoneurosis,psychoneurose {de},noun,[psych.] 
psychopathologically,psychopathologisch,adv,[med.] [psych.] 
psychopathological,psychopathologisch,adj,[med.] [psych.] 
psychopathologic,psychopathologisch,adj,[med.] [psych.] 
psychopharmacology,psychofarmacologie {de},noun,
psychophysical,psychofysisch,adj,[med.] [psych.] 
psychophysiological,psychofysiologisch,adj,
psychophysiology,psychofysiologie {de},noun,
psychosocially,psychosociaal,adv,[psych.] [sociol.] 
psychosocial,psychosociaal,adj,[psych.] [sociol.] 
psychosomatically,psychosomatisch,adv,[med.] [psych.] 
psychosomatic,psychosomatisch,adj,[med.] [psych.] 
psychotherapy,psychotherapie {de},noun,[psych.] 
psychotic,psychotisch,adj,
psychotropic drugs,psychofarmaca {mv},noun,[pharm.] 
psychotropic,psychotroop,adj,[pharm.] [psych.] 
ptarmigan [Br.],alpensneeuwhoen {het} [Lagopus muta],noun,[orn.] [T] 
pteromerhanophobia,aviofobie {de},noun,[psych.] 
pteromerhanophobia,vliegangst {de},noun,[psych.] 
puberty,puberteit {de},noun,
pubic bone,schaambeen {het} [Os pubis],noun,[anat.] 
pubic hair,schaamhaar {het},noun,[anat.] 
pubis,schaambeen {het} [Os pubis],noun,[anat.] 
public administration,bestuurskunde {de},noun,
public,algemeen,adj,
publication ban,publicatieverbod {het},noun,
publication,publicatie {de},noun,
